aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
,DMC파크뷰자이2단지,2015,,,,"149,000",25,9,2021,,,84.99,16,385,N,,11410,,남가좌동
,풍림2,1990,,,,"72,000",25,9,2021,,,58.5,10,453-2,N,,11410,,홍은동
,북한산두산위브,2020,,,,"105,000",30,10,2021,,,84.98,3,467,N,,11410,,홍은동
,e편한세상신촌3단지,2018,,,,"149,500",28,10,2021,,,59.85,20,1013,N,,11410,,북아현동
,북가좌삼호,1996,,,,"94,000",31,10,2021,,,84.57,15,449,N,,11410,,북가좌동
,DMC에코자이,2019,,,,"131,000",30,10,2021,,,72.845,20,389,N,,11410,,남가좌동
,두산,1999,,,,"92,500",29,10,2021,,,59.96,14,1009,N,,11410,,북아현동
,시민,1978,,,,"22,000",14,10,2021,,,61.19,3,188-41,N,,11410,,연희동
,청구2차,1997,,,,"79,500",23,10,2021,,,59.89,2,453-1,N,,11410,,홍제동
,인왕산현대,2000,,,,"104,500",23,10,2021,,,84.9,12,460,N,,11410,,홍제동
,디엠씨엘가,2017,,,,"34,000",31,10,2021,,,30.36,9,387,N,,11410,,남가좌동
,디엠씨엘가,2017,,,,"36,000",25,10,2021,,,30.36,15,387,N,,11410,,남가좌동
,신촌자이엘라,2014,,,,"28,000",20,11,2021,중개거래,서울 서대문구,24.7,16,104-36,N,,11410,,대현동
,미동,1969,,,,"46,500",26,11,2021,중개거래,서울 서대문구 서울 송파구,55.57,3,189-8,N,,11410,,충정로3가
,교수(B),2006,,,,"26,000",19,11,2021,중개거래,서울 서대문구,94.86,-1,277-148,N,,11410,,홍은동
,선명(102동),2004,,,,"52,000",27,11,2021,중개거래,서울 서대문구,66.36,2,703-25,N,,11410,,연희동
,홍은미성,1985,,,,"57,500",26,11,2021,중개거래,서울 서대문구,65.43,10,186-1,N,,11410,,홍은동
,DMC파크뷰자이1단지,2015,,,,"115,000",22,11,2021,중개거래,서울 서대문구,59.977,3,385,N,,11410,,남가좌동
,홍제비콘드림힐,2006,,,,"60,000",23,11,2021,직거래,,64.274,7,468,N,,11410,,홍제동
,북한산더샵,2017,,,,"98,300",25,11,2021,중개거래,서울 서대문구,59.865,2,464,N,,11410,,홍은동
,혜우,1996,,,,"88,500",22,11,2021,중개거래,서울 서대문구,129.9,16,101-7,N,,11410,,대현동
,동부센트레빌,2002,,,,"102,000",20,11,2021,중개거래,서울 서대문구,84.93,3,260,N,,11410,,냉천동
,풍림1차,1988,,,,"60,000",29,12,2021,중개거래,서울 서대문구,64.53,6,440-3,N,,11410,,홍은동
,금호어울림,2016,,,,"95,000",26,12,2021,중개거래,서울 서대문구,59.9138,11,471,N,,11410,,홍제동
,한솔,2002,,,,"35,500",25,12,2021,중개거래,서울 서대문구,78.32,6,7-2,N,,11410,,북가좌동
,돈의문센트레빌,2011,,,,"130,000",21,12,2021,중개거래,서울 강남구 서울 서대문구,84.99,10,261,N,,11410,,냉천동
,독립문극동(200-0),1998,,,,"130,000",11,12,2021,중개거래,서울 서대문구,84.87,4,200,N,,11410,,현저동
,e편한세상신촌2단지,2018,,,,"180,000",13,12,2021,중개거래,서울 마포구,84.98,17,1013,N,,11410,,북아현동
,독립문삼호,1995,,,,"75,000",22,12,2021,직거래,,84.78,6,100,N,,11410,,영천동
,건일팰리스,2004,,,,"63,000",9,12,2021,중개거래,서울 서대문구,84.54,3,1-52,N,,11410,,북아현동
,두산,1999,,,,"100,700",17,12,2021,중개거래,서울 서대문구,59.96,7,1009,N,,11410,,북아현동
,남가좌동현대,1999,,,,"85,000",10,12,2021,중개거래,서울 서대문구,59.4,16,376,N,,11410,,남가좌동
,e편한세상신촌1단지,2018,,,,"147,000",29,1,2022,중개거래,서울 마포구 서울 서대문구,59.85,17,1013,N,,11410,,북아현동
,대우푸르지오,2002,,,,"99,500",28,1,2022,중개거래,서울 서대문구,84.706,6,739,N,,11410,,연희동
,세윤외인빌리지,2001,,,,"92,000",24,1,2022,중개거래,서울 서초구,242.56,2,265-366,N,,11410,,홍은동
,연희파크푸르지오,2018,,,,"108,000",25,1,2022,중개거래,서울 서대문구,59.9835,6,747,N,,11410,,연희동
,동부센트레빌,2002,,,,"90,500",26,1,2022,중개거래,서울 서대문구,84.93,8,260,N,,11410,,냉천동
,홍은동풍림아이원,2002,,,,"78,000",21,1,2022,중개거래,서울 서대문구,84.918,11,460,N,,11410,,홍은동
,월드컵현대,1998,,,,"105,000",19,1,2022,중개거래,서울 서대문구,111.13,9,371-1,N,,11410,,북가좌동
,유원,1987,,,,"69,000",26,1,2022,중개거래,서울 서대문구,84.6,12,22,N,,11410,,홍은동
,DMC한양,1987,,,,"96,000",13,1,2022,중개거래,서울 양천구,84.33,13,431,N,,11410,,북가좌동
,유원하나,1996,,,,"65,000",15,1,2022,중개거래,서울 서대문구,72.34,18,454,N,,11410,,홍제동
,DMC센트럴아이파크,2018,,,,"160,000",28,2,2022,중개거래,서울 서대문구,103.19,9,388,N,,11410,,남가좌동
,유원하나,1996,,,,"58,000",26,2,2022,중개거래,서울 서대문구,58.77,9,454,N,,11410,,홍제동
,신촌럭키,1999,,,,"50,000",18,2,2022,직거래,,59.7,15,144,N,,11410,,대현동
,DMC센트레빌,2009,,,,"149,000",27,2,2022,중개거래,서울 서대문구,114.85,11,381,N,,11410,,남가좌동
,홍제한양,1993,,,,"90,500",19,2,2022,중개거래,서울 서대문구,84.77,6,82,N,,11410,,홍제동
,DMC래미안클라시스,2000,,,,"79,000",25,2,2022,중개거래,서울 서대문구,59.93,2,377,N,,11410,,남가좌동
,진흥,2002,,,,"69,500",25,2,2022,중개거래,서울 서대문구 인천 부평구,78.02,2,459,N,,11410,,홍은동
,홍은동벽산,1997,,,,"85,000",26,2,2022,중개거래,서울 서대문구,84.96,12,455,N,,11410,,홍은동
,DMC센트럴아이파크,2018,,,,"119,400",22,2,2022,중개거래,서울 서대문구,59.91,14,388,N,,11410,,남가좌동
,DMC파크뷰자이2단지,2015,,,,"121,500",18,2,2022,중개거래,서울 서대문구,59.981,10,385,N,,11410,,남가좌동
,e편한세상신촌1단지,2018,,,,"159,000",28,3,2022,중개거래,서울 서대문구,84.98,7,1013,N,,11410,,북아현동
,DMC파크뷰자이2단지,2015,,,,"134,000",31,3,2022,중개거래,서울 서대문구,84.909,15,385,N,,11410,,남가좌동
,홍은동벽산,1997,,,,"65,000",31,3,2022,중개거래,서울 은평구,114.96,1,455,N,,11410,,홍은동
,DMC에코자이,2019,,,,"105,000",30,3,2022,중개거래,서울 서대문구,59.656,4,389,N,,11410,,남가좌동
,DMC파크뷰자이3단지,2015,,,,"111,000",26,3,2022,중개거래,서울 서대문구,59.981,5,385,N,,11410,,남가좌동
,DMC현대아파트,2000,,,,"66,000",29,3,2022,중개거래,서울 서대문구,55.47,11,453,N,,11410,,북가좌동
,독립문극동(200-0),1998,,,,"120,000",21,3,2022,중개거래,서울 서대문구,84.87,21,200,N,,11410,,현저동
,동호,2003,,,,"115,000",22,3,2022,중개거래,서울 서대문구,79.52,4,1-37,N,,11410,,충정로3가
,DMC래미안e편한세상,2012,,,,"134,000",24,3,2022,중개거래,서울 서대문구,84.95,14,481,N,,11410,,북가좌동
,신촌자이엘라,2014,,,,"28,000",31,3,2022,중개거래,서울 서대문구,25.21,23,104-36,N,,11410,,대현동
,홍은동벽산,1997,,,,"86,000",27,4,2022,중개거래,서울 서대문구,84.78,13,455,N,,11410,,홍은동
,DMC센트레빌,2009,,,,"115,000",20,4,2022,직거래,,84.87,2,381,N,,11410,,남가좌동
,임광,1999,,,,"77,500",26,4,2022,중개거래,인천 계양구,59.96,8,738,N,,11410,,연희동
,홍제삼성래미안,2001,,,,"58,500",26,4,2022,중개거래,서울 서대문구,32.76,11,461,N,,11410,,홍제동
,홍제한양,1993,,,,"92,000",27,4,2022,중개거래,서울 서대문구,84.77,3,82,N,,11410,,홍제동
,남양,1999,,,,"64,500",18,4,2022,중개거래,서울 서대문구,59.94,9,457,N,,11410,,홍제동
,3RU-City,2013,,,,"23,500",12,4,2022,중개거래,서울 송파구,25.06,8,510-2,N,,11410,,창천동
,홍제센트럴IPARK,2020,,,,"130,000",22,4,2022,중개거래,서울 서대문구,84.9644,11,473,N,,11410,,홍제동
,신촌푸르지오,2015,,,,"139,000",11,4,2022,중개거래,서울 서대문구,59.9973,18,1011,N,,11410,,북아현동
,DMC에코자이,2019,,,,"110,000",30,4,2022,중개거래,서울 마포구 서울 서대문구,59.79,3,389,N,,11410,,남가좌동
,천연뜨란채,2006,,,,"98,000",28,5,2022,중개거래,서울 서대문구,57.78,8,145,N,,11410,,천연동
,독립문삼호,1995,,,,"109,000",24,5,2022,중개거래,서울 서대문구,75.66,6,100,N,,11410,,영천동
,충정리시온,2004,,,,"38,800",27,5,2022,중개거래,서울 서대문구,33.32,16,465,N,,11410,,충정로3가
,제니스뷰아파트,2022,,,,"40,300",21,5,2022,직거래,,39.35,13,196-26,N,,11410,,홍제동
,디엠씨엘가,2017,,,,"14,000",24,5,2022,중개거래,서울 광진구 서울 서대문구,13.03,2,387,N,,11410,,남가좌동
,에스케이뷰,2008,,,,"115,000",17,5,2022,중개거래,서울 광진구,59.956,14,118,N,,11410,,합동
,래미안남가좌2차,2005,,,,"115,000",17,5,2022,중개거래,서울 서대문구,84.806,4,379,N,,11410,,남가좌동
,교수(A),2006,,,,"40,400",16,5,2022,중개거래,서울 중랑구,100.44,2,277-145,N,,11410,,홍은동
,홍은동벽산,1997,,,,"87,300",21,5,2022,중개거래,서울 서대문구,84.78,6,455,N,,11410,,홍은동
,성우아파트,2005,,,,"123,000",14,5,2022,중개거래,서울 서대문구,84.48,5,1-97,N,,11410,,북아현동
,아르팰리스,2018,,,,"57,500",29,6,2022,중개거래,서울 은평구,58.01,5,277-169,N,,11410,,홍은동
,DMC래미안e편한세상,2012,,,,"109,000",29,6,2022,중개거래,경남 김해시 서울 서대문구,59.97,7,481,N,,11410,,북가좌동
,동일5차101동,2005,,,,"71,800",28,6,2022,중개거래,서울 서대문구,78.15,6,312-221,N,,11410,,홍제동
,유원,1987,,,,"56,000",17,6,2022,중개거래,서울 서대문구,64.26,12,22,N,,11410,,홍은동
,홍제역해링턴플레이스,2024,,,,"116,000",11,6,2022,중개거래,서울 서대문구,59.99,10,474,N,,11410,,홍제동
,청구1차,1994,,,,"95,500",24,6,2022,중개거래,서울 중구,84.78,17,453,N,,11410,,홍제동
,인왕산현대,2000,,,,"78,000",15,6,2022,중개거래,서울 서대문구,59.93,12,460,N,,11410,,홍제동
,엘르빌2차,2002,,22.09.28,O,"50,000",9,6,2022,중개거래,서울 강남구,66.18,5,368,N,,11410,,창천동
,힐스테이트신촌,2020,,,,"108,000",27,6,2022,중개거래,서울 서대문구 서울 용산구,52.8449,9,1017,N,,11410,,북아현동
,북가좌삼호,1996,,23.09.11,O,"110,000",11,6,2022,중개거래,서울 서대문구,114.03,7,449,N,,11410,,북가좌동
,북아현1차,2001,,,,"90,500",6,7,2022,중개거래,서울 서대문구,100.1,5,187-14,N,,11410,,북아현동
,DMC파크뷰자이3단지,2015,,,,"100,000",22,7,2022,중개거래,서울 서대문구,59.981,3,385,N,,11410,,남가좌동
,남가좌동현대,1999,,,,"70,500",23,7,2022,중개거래,서울 서대문구,59.4,2,376,N,,11410,,남가좌동
,인왕,1968,,,,"40,000",11,7,2022,직거래,,58.18,5,104-1,N,,11410,,홍제동
,두산,1997,,,,"63,000",18,7,2022,중개거래,서울 서대문구,59.96,1,456,N,,11410,,홍은동
,신촌푸르지오,2015,,,,"142,000",16,7,2022,중개거래,서울 서대문구,84.9559,3,1011,N,,11410,,북아현동
,신촌자이엘라,2014,,,,"25,500",15,7,2022,중개거래,서울 서대문구,23.36,21,104-36,N,,11410,,대현동
,DMC파크뷰자이3단지,2015,,,,"90,000",20,7,2022,중개거래,서울 서대문구,59.981,3,385,N,,11410,,남가좌동
,극동,1995,,,,"56,000",31,7,2022,중개거래,서울 서대문구,84.92,3,454,N,,11410,,홍은동
,두산,1999,,,,"91,000",7,7,2022,중개거래,서울 서대문구,59.96,11,1009,N,,11410,,북아현동
,명가,2009,,,,"27,500",23,8,2022,직거래,,48.34,6,398-6,N,,11410,,홍은동
,"현대(1,2차)",1988,,,,"85,000",8,8,2022,중개거래,서울 강남구,77.49,11,202-5,N,,11410,,홍은동
,청구1차,1994,,,,"91,000",27,8,2022,중개거래,서울 서대문구,84.78,7,453,N,,11410,,홍제동
,파라타워,2020,,,,"24,500",19,8,2022,중개거래,서울 서대문구,15.792,6,90-70,N,,11410,,대현동
,DMC센트럴아이파크,2018,,,,"130,000",23,8,2022,중개거래,서울 은평구,84.94,19,388,N,,11410,,남가좌동
,3RU-City,2013,,22.09.26,O,"21,000",31,8,2022,직거래,,17.19,11,510-2,N,,11410,,창천동
,신촌푸르지오,2015,,,,"135,000",29,8,2022,직거래,,59.8802,4,1011,N,,11410,,북아현동
,DMC래미안클라시스,2000,,,,"90,000",22,8,2022,중개거래,서울 서대문구,84.9,14,377,N,,11410,,남가좌동
,두산,1999,,22.11.04,O,"82,000",21,8,2022,중개거래,서울 서대문구,59.96,2,1009,N,,11410,,북아현동
,"현대(1,2차)",1988,,,,"75,500",15,8,2022,중개거래,서울 서대문구,74.52,6,202-5,N,,11410,,홍은동
,신촌럭키,1999,,23.01.14,O,"104,500",30,9,2022,중개거래,서울 서대문구,83.38,8,144,N,,11410,,대현동
,래미안루센티아,2020,,22.10.26,O,"96,500",24,9,2022,중개거래,서울 서대문구,59.98,5,390,N,,11410,,남가좌동
,DMC래미안e편한세상,2012,,,,"112,500",30,9,2022,중개거래,서울 서대문구,84.93,6,481,N,,11410,,북가좌동
,DMC파크뷰자이1단지,2015,,,,"119,000",23,9,2022,중개거래,서울 서대문구,84.971,13,385,N,,11410,,남가좌동
,홍제센트럴IPARK,2020,,,,"118,000",24,9,2022,중개거래,서울 서대문구,84.9644,13,473,N,,11410,,홍제동
,DMC래미안클라시스,2000,,,,"101,000",24,9,2022,중개거래,서울 서대문구,114.93,2,377,N,,11410,,남가좌동
,DMC래미안클라시스,2000,,,,"82,000",24,9,2022,중개거래,서울 서대문구,59.93,2,377,N,,11410,,남가좌동
,e편한세상신촌4단지,2018,,,,"175,000",27,9,2022,중개거래,서울 서대문구,84.89,32,1013,N,,11410,,북아현동
,남가좌동현대,1999,,,,"67,000",20,9,2022,중개거래,서울 서대문구,59.4,16,376,N,,11410,,남가좌동
,연희궁,1972,,,,"14,000",30,9,2022,중개거래,서울 은평구,42.38,3,196-1,N,,11410,,연희동
,홍제센트럴IPARK,2020,,,,"110,000",25,10,2022,중개거래,서울 서대문구,84.9644,4,473,N,,11410,,홍제동
,파라타워,2020,,,,"24,000",25,10,2022,중개거래,서울 서대문구,16.299,4,90-70,N,,11410,,대현동
,마체스터,2008,,,,"55,000",28,10,2022,직거래,,140.51,3,283-36,N,,11410,,홍제동
,파라타워,2020,,,,"24,000",11,10,2022,중개거래,서울 서대문구,15.792,7,90-70,N,,11410,,대현동
,DMC래미안e편한세상,2012,,,,"86,000",29,10,2022,중개거래,서울 서대문구,59.97,4,481,N,,11410,,북가좌동
,e편한세상신촌3단지,2018,,,,"124,000",29,10,2022,중개거래,서울 서대문구,59.85,2,1013,N,,11410,,북아현동
,홍은센트레빌,2009,,,,"80,000",30,10,2022,중개거래,서울 서대문구,59.96,5,461,N,,11410,,홍은동
,광산,1973,,,,"50,500",25,10,2022,중개거래,서울 서대문구,70.64,3,157-68,N,,11410,,홍제동
,래미안남가좌2차,2005,,,,"120,000",26,10,2022,직거래,,114.793,9,379,N,,11410,,남가좌동
,독립문파크빌,2000,,,,"63,800",15,10,2022,중개거래,서울 종로구,59.4,9,1019,N,,11410,,현저동
,e편한세상신촌1단지,2018,,,,"104,500",26,11,2022,중개거래,서울 서대문구,59.85,7,1013,N,,11410,,북아현동
,DMC에코자이,2019,,,,"85,000",20,11,2022,중개거래,서울 서대문구,59.79,5,389,N,,11410,,남가좌동
,DMC래미안e편한세상,2012,,,,"98,000",21,11,2022,중개거래,서울 서대문구,84.95,15,481,N,,11410,,북가좌동
,신촌럭키,1999,,,,"89,500",11,11,2022,직거래,,83.38,8,144,N,,11410,,대현동
,홍제원현대(459-0),2000,,,,"89,000",13,11,2022,중개거래,서울 성동구,84.9,18,459,N,,11410,,홍제동
,DMC현대아파트,2000,,,,"65,000",25,11,2022,중개거래,서울 서대문구,84.95,8,453,N,,11410,,북가좌동
,e편한세상신촌1단지,2018,,,,"148,000",2,11,2022,중개거래,서울 서대문구,84.98,15,1013,N,,11410,,북아현동
,극동,1995,,,,"48,500",22,11,2022,중개거래,서울 서대문구,84.98,7,454,N,,11410,,홍은동
,e편한세상신촌2단지,2018,,,,"110,000",5,11,2022,중개거래,서울 서대문구,59.85,17,1013,N,,11410,,북아현동
,비버리힐,2005,,,,"91,000",11,11,2022,중개거래,서울 서대문구,129.22,1,1-422,N,,11410,,북아현동
,홍제맨션,1971,,,,"38,500",22,12,2022,직거래,,88.72,2,307-9,N,,11410,,홍제동
,DMC에코자이,2019,,,,"84,000",21,12,2022,중개거래,서울 서대문구,59.79,6,389,N,,11410,,남가좌동
,DMC래미안클라시스,2000,,,,"68,000",24,12,2022,중개거래,서울 서대문구,59.97,11,377,N,,11410,,남가좌동
,DMC래미안e편한세상,2012,,,,"125,000",26,12,2022,중개거래,서울 서대문구,120.95,9,481,N,,11410,,북가좌동
,성원,2001,,,,"123,000",27,12,2022,중개거래,서울 서대문구,135.2,14,740,N,,11410,,연희동
,풍림2,1990,,,,"60,500",23,12,2022,중개거래,서울 서대문구,66.69,13,453-2,N,,11410,,홍은동
,두산,1999,,,,"65,000",24,12,2022,중개거래,서울 서대문구,59.96,2,1009,N,,11410,,북아현동
,DMC파크뷰자이1단지,2015,,,,"88,000",24,12,2022,중개거래,서울 서대문구,59.981,12,385,N,,11410,,남가좌동
,DMC파크뷰자이1단지,2015,,,,"85,000",14,12,2022,직거래,,84.968,16,385,N,,11410,,남가좌동
,홍제센트럴IPARK,2020,,,,"90,000",14,12,2022,중개거래,서울 서대문구,84.9644,6,473,N,,11410,,홍제동
207,DMC파크뷰자이2단지,2015,,,,"90,000",20,1,2023,중개거래,서울 서대문구,59.981,17,385,N,23.11.29,11410,,남가좌동
210,신촌푸르지오,2015,,,,"69,200",31,1,2023,중개거래,서울 서대문구,44.9401,2,1011,N,23.03.31,11410,,북아현동
,홍은미성,1985,,23.02.21,O,"50,000",27,1,2023,직거래,,83.61,8,186-1,N,,11410,,홍은동
102,에스케이뷰,2008,,,,"105,000",27,1,2023,중개거래,서울 서대문구,84.98,11,118,N,23.03.31,11410,,합동
105,연희파크푸르지오,2018,,,,"90,000",21,1,2023,중개거래,서울 서대문구,84.8003,3,747,N,23.05.12,11410,,연희동
203,DMC센트레빌,2009,,,,"89,000",20,1,2023,중개거래,서울 서대문구,84.97,2,381,N,23.04.14,11410,,남가좌동
103,독립문삼호,1995,,,,"110,000",21,1,2023,중개거래,서울 서대문구,114.63,9,100,N,23.05.31,11410,,영천동
101,북한산더샵,2017,,,,"73,000",24,1,2023,중개거래,서울 서대문구,59.899,8,464,N,23.02.20,11410,,홍은동
,신촌푸르지오,2015,,23.03.24,O,"69,500",31,1,2023,중개거래,서울 서대문구,44.9401,2,1011,N,,11410,,북아현동
101,신촌럭키,1999,,,,"90,000",24,1,2023,중개거래,서울 서대문구 서울 영등포구,83.38,8,144,N,23.03.17,11410,,대현동
104,래미안루센티아,2020,,,,"119,000",22,2,2023,중개거래,서울 서대문구,84.83,10,390,N,23.04.14,11410,,남가좌동
,파라타워,2020,,,,"22,000",25,2,2023,중개거래,서울 마포구,15.792,5,90-70,N,23.03.24,11410,,대현동
105,DMC래미안클라시스,2000,,,,"66,000",21,2,2023,중개거래,서울 서대문구,59.97,16,377,N,23.06.05,11410,,남가좌동
108,홍제센트럴IPARK,2020,,,,"110,000",26,2,2023,중개거래,서울 서대문구,84.9644,15,473,N,23.07.26,11410,,홍제동
102,극동,1995,,,,"51,500",27,2,2023,중개거래,서울 서대문구,84.98,12,454,N,23.04.11,11410,,홍은동
102,HDX휴팰리스,2018,,,,"54,500",11,2,2023,중개거래,서울 서대문구,59.0362,11,465,N,23.03.31,11410,,홍은동
101,성원,1998,,,,"36,700",28,2,2023,중개거래,서울 서대문구,41.5,1,456,N,23.05.08,11410,,홍제동
106,신촌럭키,1999,,,,"67,500",19,2,2023,중개거래,서울 서대문구,59.7,2,144,N,23.06.02,11410,,대현동
102,천연뜨란채,2006,,,,"41,400",19,2,2023,중개거래,서울 서대문구,30.17,11,145,N,23.05.22,11410,,천연동
102,홍제센트럴IPARK,2020,,,,"106,000",21,2,2023,중개거래,서울 서대문구,84.9206,12,473,N,23.06.28,11410,,홍제동
104,남가좌동현대,1999,,,,"90,000",27,3,2023,중개거래,서울 서대문구,114.9,13,376,N,23.08.24,11410,,남가좌동
210,신촌푸르지오,2015,,,,"67,000",13,3,2023,중개거래,서울 서대문구,34.9408,3,1011,N,23.05.22,11410,,북아현동
104,북가좌삼호,1996,,,,"74,500",25,3,2023,중개거래,서울 서대문구,84.57,4,449,N,23.07.26,11410,,북가좌동
107,남가좌동현대,1999,,,,"60,000",4,3,2023,중개거래,서울 서대문구 서울 은평구,59.4,1,376,N,23.04.28,11410,,남가좌동
201,"현대(1,2차)",1988,,,,"72,000",25,3,2023,직거래,,84.77,3,202-5,N,23.08.24,11410,,홍은동
,남가좌동현대,1999,,23.08.02,O,"90,500",27,3,2023,중개거래,서울 서대문구,114.9,13,376,N,,11410,,남가좌동
102,DMC에코자이,2019,,,,"85,000",4,3,2023,중개거래,서울 서대문구,59.79,11,389,N,23.05.08,11410,,남가좌동
111,천연뜨란채,2006,,,,"75,000",24,3,2023,중개거래,서울 서대문구,56.02,16,145,N,23.06.23,11410,,천연동
102,한인트윈빌,2002,,,,"55,000",27,3,2023,중개거래,서울 서대문구,84.62,8,717-29,N,23.06.20,11410,,연희동
101,북한산더샵,2017,,,,"78,400",21,3,2023,중개거래,서울 서대문구,59.899,7,464,N,23.04.28,11410,,홍은동
103,북한산더샵,2017,,,,"98,000",26,4,2023,직거래,,84.832,16,464,N,23.05.25,11410,,홍은동
107,힐스테이트신촌,2020,,,,"120,000",2,4,2023,중개거래,서울 서대문구,84.9557,1,1017,N,23.08.10,11410,,북아현동
102,독립문극동(200-0),1998,,,,"80,000",29,4,2023,중개거래,서울 서대문구,59.58,8,200,N,23.07.05,11410,,현저동
112,홍제원현대(459-0),2000,,,,"63,500",27,4,2023,중개거래,서울 서대문구,59.93,2,459,N,23.07.31,11410,,홍제동
105,두산,1999,,,,"73,000",28,4,2023,중개거래,서울 서대문구,59.96,10,1009,N,23.06.26,11410,,북아현동
104,청구1차,1994,,,,"79,000",28,4,2023,중개거래,서울 서대문구,84.78,2,453,N,23.07.31,11410,,홍제동
108,DMC파크뷰자이1단지,2015,,,,"120,000",25,4,2023,중개거래,서울 서대문구,84.968,17,385,N,23.07.25,11410,,남가좌동
,충우,2003,,,,"27,800",29,4,2023,중개거래,서울 서대문구,38.61,6,105-16,N,23.06.27,11410,,연희동
106,홍제현대,1992,,,,"76,800",29,4,2023,중개거래,서울 서대문구,75.15,6,331,N,23.07.26,11410,,홍제동
110,천연뜨란채,2006,,,,"73,000",21,4,2023,중개거래,서울 서대문구,56.02,3,145,N,23.06.07,11410,,천연동
103,연희파크푸르지오,2018,,,,"96,500",12,5,2023,중개거래,서울 서대문구,84.4317,11,747,N,23.09.22,11410,,연희동
201,돈의문센트레빌,2011,,,,"99,250",15,5,2023,중개거래,서울 서대문구,84.99,3,261,N,23.05.23,11410,,냉천동
103동,DMC현대아파트,2000,,,,"66,000",27,5,2023,중개거래,서울 서대문구,83.7,3,453,N,23.08.30,11410,,북가좌동
106,신촌럭키,1999,,,,"76,000",28,5,2023,중개거래,서울 서대문구,59.7,5,144,N,23.08.14,11410,,대현동
113,DMC래미안e편한세상,2012,,,,"109,500",27,5,2023,중개거래,서울 서대문구,84.94,25,481,N,23.08.07,11410,,북가좌동
104,연희파크푸르지오,2018,,,,"90,000",24,5,2023,중개거래,서울 서대문구,84.4317,1,747,N,23.12.15,11410,,연희동
,동일2차,2002,,,,"52,500",29,5,2023,중개거래,서울 중구,81.62,4,312-237,N,23.10.04,11410,,홍제동
104,DMC래미안e편한세상,2012,,,,"90,000",30,5,2023,중개거래,서울 서대문구,59.97,16,481,N,23.07.26,11410,,북가좌동
303,DMC파크뷰자이3단지,2015,,,,"90,000",27,5,2023,중개거래,서울 서대문구,59.981,13,385,N,23.08.31,11410,,남가좌동
109,청구1차,1994,,,,"85,000",27,5,2023,중개거래,서울 서대문구,84.78,15,453,N,23.09.27,11410,,홍제동
103동,DMC현대아파트,2000,,,,"64,300",28,6,2023,중개거래,서울 서대문구,84.95,3,453,N,23.07.27,11410,,북가좌동
,미주,2006,,,,"40,500",17,6,2023,중개거래,서울 서대문구,76.38,3,274-59,N,23.08.17,11410,,홍은동
205,신촌푸르지오,2015,,,,"124,000",19,6,2023,중개거래,서울 서대문구,84.9953,1,1011,N,23.09.05,11410,,북아현동
105,연희파크푸르지오,2018,,,,"97,600",20,6,2023,중개거래,서울 서대문구,84.8003,11,747,N,23.07.25,11410,,연희동
105,DMC에코자이,2019,,,,"95,000",26,6,2023,중개거래,서울 서대문구,59.79,16,389,N,23.08.16,11410,,남가좌동
301,DMC래미안e편한세상,2012,,,,"145,000",29,6,2023,중개거래,서울 서대문구,120.95,26,481,N,23.10.20,11410,,북가좌동
126,DMC파크뷰자이1단지,2015,,,,"210,000",30,6,2023,중개거래,서울 서대문구,175.078,11,385,N,23.09.14,11410,,남가좌동
122,DMC파크뷰자이1단지,2015,,,,"123,000",29,6,2023,중개거래,서울 서대문구,84.971,24,385,N,23.09.27,11410,,남가좌동
105,DMC래미안e편한세상,2012,,,,"94,000",24,6,2023,중개거래,서울 서대문구,59.97,10,481,N,23.09.04,11410,,북가좌동
104,북가좌삼호,1996,,,,"72,000",24,6,2023,중개거래,서울 서대문구,75.75,6,449,N,23.09.27,11410,,북가좌동
407,DMC래미안e편한세상,2012,,,,"88,700",24,7,2023,중개거래,서울 서대문구,59.97,8,481,N,23.10.31,11410,,북가좌동
111,래미안루센티아,2020,,,,"114,500",29,7,2023,중개거래,서울 서대문구,84.83,3,390,N,23.11.15,11410,,남가좌동
106,신촌푸르지오,2015,,,,"119,000",24,7,2023,중개거래,서울 서대문구,59.9973,12,1011,N,23.10.24,11410,,북아현동
206,DMC센트레빌,2009,,,,"81,000",6,7,2023,중개거래,서울 서대문구,59.95,4,381,N,23.10.31,11410,,남가좌동
4,DMC한양,1987,,,,"66,000",8,7,2023,중개거래,서울 서대문구,65.34,4,431,N,23.08.31,11410,,북가좌동
215,DMC파크뷰자이2단지,2015,,,,"117,000",29,7,2023,중개거래,서울 마포구 서울 서대문구,84.968,17,385,N,23.10.31,11410,,남가좌동
103,남양,1999,,,,"55,000",29,7,2023,중개거래,서울 서대문구,59.94,9,457,N,23.10.06,11410,,홍제동
102,두산,1999,,,,"79,000",26,7,2023,중개거래,서울 서대문구,59.96,17,1009,N,23.10.31,11410,,북아현동
101,래미안루센티아,2020,,,,"100,000",29,7,2023,중개거래,서울 서대문구,59.98,16,390,N,23.10.12,11410,,남가좌동
102,DMC래미안클라시스,2000,,,,"72,000",30,7,2023,중개거래,서울 서대문구,59.59,17,377,N,23.11.21,11410,,남가좌동
112,DMC파크뷰자이1단지,2015,,,,"129,100",22,8,2023,직거래,,84.971,18,385,N,24.03.12,11410,,남가좌동
